grecia
inestabilidad
bronce
esto
condujo
conocida
oscura
conservan
registros
escritos
tradicionalmente
fija
final
inicio
poca
arcaica
celebraron
primeros
piensa
siglos
siglo
homero
escribio
iliada
odisea
textos
fundacionales
varios
reinos
extendieron
italia
magna
menor
estos
colonias
alcanzaron
gran
prosperidad
paso
florecimiento
cultural
precedentes
clasica
evidente
teatro
clistenes
introdujo
primer
persa
controlaba
iran
zonas
ucrania
rumania
convirtio
amenaza
helenicas
ubicadas
fracasaron
intentos
expulsar
persas
ejercito
invadio
continental
forzado
retirarse
derrota
batalla
maraton
diez
tarde
lanzaron
ofensiva
pese
heroica
resistencia
espartanos
termopilas
fuerzas
lograron
llegar
serie
victorias
griegas
batallas
salamina
platea
micala
vieron
forzados
ocasion
conflictos
militares
conocidos
guerras
medicas
liderados
esparta
hecho
unificado
helenicos
enfrentamiento
importante
peloponeso
victoria
marco
supremacia
ateniense
posteriormente
leuctra
brindo
poder
hegemonico
tebas
despues
arrebatado
reino
logro
unificar
liga
corinto
bajo
mando
filipo
lider
asesinato
hijo
alejandro
magno
asumio
liderazgo
lanzo
invasion
combinadas
cuatro
tras
salir
victoriosos
granico
issos
gaugamela
marcharon
susa
tomaron
persepolis
ceremonial
persia
creado
extendio
pakistan
egipto
repentina
muerte
acaecida
dividio
seleucida
ptolemaico
grecobactriano
indogriego
muchos
emigraron
alejandria
antioquia
seleucia
muchas
helenisticas
pudo
mantener
unidad
trajo
consigo
dominio
helenistica
conquistados
menos
caso
regiones
busto
alexandria
continuo
plan
padre
afirmar
sureste
puso
marcha
panhelenico
arrebatarle
finalmente
conquisto
afganistan
limites
india
fallecio
treinta
seguida
confusion
dinastia
antigonida
descendientes
generales
tomo
desde
participacion
romana
asuntos
internos
desemboco
macedonicas
pidna
antigonido
roma
anexiono
provincia
resto
protectorado
romano
proceso
emperador
cesar
augusto
hizo
convertirla
senatorial
acaya
militar
admiraron
fuertemente
influidos
logros
famosa
frase
horacio
capta
ferum
victorem
cepit
conquistada
barbaro
conquistador
generalmente
tecnologia
apogeo
helenistico
comunidades
greco
parlantes
helenizado
papel
clave
expansion
lideres
autores
cristiandad
pablo
tarso
hablaban
poblacion
tendencia
apegarse
paganismo
pilares
principales
primitivo
practicas
religion
continuaron
vigentes
finales
areas
convirtieron
division
caida
formar
bizantino
perduro
ubico
constantinopla
basaron
lengua
predominante
balcanicos
incluida
sufrieron
constante
embate
invasiones
barbaras
asaltos
devastacion
godos
hunos
eslava
provocaron
dramatico
autoridad
imperial
gobierno
mantuvo
control
unicamente
costeras
particularmente
montañosas
interior
mostraron
cierta
ocupacion
siguieron
reconociendo
cree
existio
cierto
numero
eslavos
escala
pensaba
comenzo
recuperar
perdidos
encontraba
nuevamente
grandes
migraciones
sicilia
balcanica
facilitaron
mismo
capturados
ubicados
aquellos
permanecieron
asimilados
durante
regreso
estabilidad
bases
fuerte
crecimiento
economico
grande
region
anatolia
cuarta
cruzada
latinos
manos
francos
francocracia
tomadas
venecia
restablecimiento
posible
recuperacion
casi
todas
principado
franco
siguio
siendo
potencia
genova
perdio
varias
ataques
serbios
otomanos
avance
significo
despotado
morea
ultimo
remanente
opuso
turca
conquista
otomana
academicos
bizantinos
responsables
preservar
conocimiento
llevando
obras
literarias
contribuyeron
renacimiento
chipre
veneciano
formaron
respectivamente
unica
grecoparlante
turcos
jonicas
mantuvieron
primera
francesa
pasaron
unido
unificacion
vivieron
incluso
habitaban
dicha
puestos
administracion
contrario
sufrio
consecuencias
economicas
fijaron
impuestos
elevados
posteriores
promulgaron
creacion
titulos
hereditarios
practicamente
convirtiendo
rurales
siervos
considero
iglesia
ortodoxa
patriarcado
ecumenico
autoridades
toda
cristiana
importar
etnico
obligo
convertirse
islam
cristianos
enfrentaron
formas
discriminacion
encaminadas
señalar
estatus
inferior
esta
sumada
maltrato
otomanas
locales
causa
conversiones
superficialmente
cripto
regresaron
antiguas
religiosas
naturaleza
variaba
siempre
caracterizo
negligencia
arbitrariedad
algunas
tenian
gobernadores
nombrados
sultan
municipalidades
autogobernadas
autonomas
central
cuando
estallaban
paises
usualmente
levantaban
excepciones
antes
lucharon
enfrentamientos
cabe
destacar
lepanto
revueltas
campesinos
epiro
rebelion
orlov
ultima
instigada
ruso
levantamientos
reprimidos
dureza
considerados
especie
esperanza
parecia
remota
turco
intento
ocupar
ocasiones
corfu
resistio
asedios
isla
surgio
clase
mercantil
rica
dispersa
comerciantes
dominaron
comercio
establecieron
balcanes
habia
dejado
movimientos
intelectuales
europeos
reforma
protestante
ilustracion
ideas
junto
ideales
revolucion
nacionalismo
romantico
comenzaron
penetrar
gracias
diaspora
rigas
feraios
revolucionario
buscar
independiente
publico
viena
documentos
relativos
incluidos
himno
nacional
mapa
detallado
asesinado
agentes
fundo
secreta
llamada
filiki
eteria
amigos
finalidad
planeaba
lanzar
principados
danubio
marzo
alexandros
ypsilantis
rapidamente
sofocaron
eventos
alentaron
levantarse
armas
declararon
hallaba
envuelto
octubre
theodoros
kolokotronis
tripolitsa
inmediatamente
sofocados
armada
improvisada
derroto
evito
llegaran
refuerzos
egipcios
invadieron
incluyendo
quios
psara
cometieron
masacre
civil
opinion
publica
favor
rebeldes
surgir
problemas
distintas
facciones
llevo
civiles
consecutivas
negocio
gobernador
egipcio
mehmet
accedio
enviar
ibrahim
baja
sofocar
cambio
ciertos
llego
febrero
obtuvo
inmediata
mesolongi
sitiada
abril
cayo
derrotado
mani
consiguio
retomo
negociaciones
potencias
rusia
francia
decidieron
intervenir
conflicto
cada
envio
flota
conocer
egipcia
dirigia
hidra
aliada
intercepto
pilos
semana
tension
acabo
destruccion
fuerza
expedicionaria
superviso
evacuacion
prosiguieron
toma
recibio
reconocimiento
internacional
protocolo
londres
ioannis
kapodistrias
elegido
nueva
instauraron
monarquia
encabezada
oton
casa
wittelsbach
levantamiento
promulgar
constitucion
establecer
asamblea
representativa
debido
actitud
autoritaria
destronado
reemplazado
principe
guillermo
dinamarca
jorge
regalo
coronacion
charilaos
trikoupis
atribuye
mejora
infraestructura
limito
interferir
norma
voto
confianza
ministro
corrupcion
incrementos
gastos
construir
necesarias
canal
debilitaron
fragil
declaro
bancarrota
acepto
demandas
financiero
pagar
deudores
otro
problema
politico
unico
cuestion
ling
istica
general
hablaba
demotico
elite
veian
dialecto
campesino
determinados
restaurar
gloria
diarios
publicados
katharevousa
purificado
variante
gente
podia
leer
liberales
promovieron
conservadores
declaracion
situacion
punto
nuevo
testamento
tradujo
estallaron
manifestaciones
terminaron
derrocando
evangeliaka
ambiente
decada
unidos
determinacion
liberar
provincias
grecohablantes
prolongada
revuelta
exacerbo
animos
nacionalistas
estallo
mostro
apoyar
rusos
precaria
posibilidad
intervencion
britanica
nunca
entro
derrotaron
tratado
berlin
ceder
tesalia
partes
cretenses
orquestando
rebeliones
deligiannis
cediendo
presion
entrenado
equipado
solo
pequeña
frontera
autonomo
presidido
superficie
habian
lucha
constantino
eleftherios
venizelos
exterior
domino
escenario
mundial
tener
gobiernos
proaleman
ubicado
probritanico
sede
unieron
ingreso
lado
triple
entente
poco
terminada
particion
extender
salio
derrotada
como
consecuencia
firma
lausana
ambos
intercambio
poblacional
vivian
viceversa
miles
ponticos
murieron
episodio
menudo
referido
genocidio
medio
millon
asesinados
caracterizados
enorme
tarea
integrar
refugiados
provenientes
reconocida
estambul
milenariamente
bizancio
catastroficos
celebro
referendum
abolir
proclamar
georgios
kondilis
abolio
traer
vuelta
siguiente
metaxas
golpe
implanto
dictadura
regimen
agosto
pesar
corte
fascista
permanecio
buenos
terminos
alejada
exigio
rendicion
nego
italiana
repelio
italianas
aliados
terrestre
alemanas
alemana
lidiar
inanicion
invierno
mayoria
judios
deportada
asesinada
campos
concentracion
nazis
liberacion
comunistas
anticomunistas
debilitamiento
tensiones
politicas
partidos
derecha
izquierda
decadas
caracterizaron
marginalizacion
izquierdistas
esferas
rapido
impulsado
marshall
julio
dimision
centrista
yorgos
papandreu
creo
agitacion
culmino
grupo
coroneles
noviembre
brutal
supresion
politecnica
debilito
consejo
nombro
brigadier
dimitrios
ioannidis
dictador
invadia
constantinos
karamanlis
invitado
regresar
exilio
paris
comienzo
metapolitefsi
aniversario
elecciones
multipartidistas
junio
promulgo
democratica
andreas
movimiento
socialista
respuesta
partido
conservador
entonces
alternaron
decimo
comunidad
antecesora
enero
impulsada
multiples
inversiones
empresas
industriales
fondos
ingresos
crecientes
turismo
transporte
sector
servicios
elevaron
niveles
vida
altura
relaciones
sido
bastante
tensas
mejoraron
terremotos
azotaran
adopto
moneda
albergo
recesion
protagonista
principal
agravo
descubrir
derechista
kostas
oculto
ayuda
banco
inversion
goldman
sachs
datos
macroeconomicos
verdadero
monto
deuda
externa
deficit
real
provoco
recortes
grave
lustro
cuarto
situo
paro
pico
riesgo
padecerla
supero
personas
quedaron
asistencia
sanitaria
indicadores
produjeron
disturbios
treintena
huelgas
vease
soberana
gano
parlamentarias
socialdemocracia
alcanzaba
democraticamente
parlamentaria
jefe
presidente
electo
parlamento
redactada
promulgada
quinto
revision
vigor
junta
gobernaba
enmiendas
articulos
establece
poderes
ramas
ejecutiva
legislativa
judicial
estipula
manera
extensa
especifica
garantias
libertades
derechos
acuerdo
ejecutivo
representado
gabinete
enmienda
constitucional
tareas
ahora
funciones
ceremoniales
recae
puesto
pertenece
obtenga
nombra
formalmente
basado
recomendaciones
elige
destituye
miembros
legislativo
unicameral
compuesto
elegidos
estatutos
aprobados
promulgados
celebran
obligado
disolver
eleccion
vistas
importancia
excepcional
oposicion
aprueba
mocion
restauro
bipartidista
dominado
socialdemocratas
encabezado
cortes
supremas
casacion
cuentas
tribunales
altos
integrado
juzgan
casos
penales
administrativas
resuelven
disputas
ciudadanos
policia
policiaca
cuyas
responsabilidades
abarcan
trafico
vehicular
acciones
terrorismo
resultado
fusion
gendarmeria
citadina
ministerio
exteriores
encargado
objetivos
representar
estados
organizaciones
internacionales
salvaguardar
intereses
extranjero
promover
estrechas
compromete
identifica
situaciones
particular
reclamos
define
soberania
espacio
aereo
correspondiente
legitimidad
disputa
pequeño
balcanico
numerosas
atlantico
armadas
controladas
defensa
consisten
aerea
anteriores
cuenta
guardia
costera
aplicacion
operaciones
busqueda
rescate
servicio
obligatorio
hombres
mujeres
exentas
pueden
alistarse
todos
deben
servir
total
nueve
meses
medida
profesional
reducir
puede
requerir
vivan
sensibles
completo
pagado
participa
ejercicios
patrocinio
invirtio
milicia
mantiene
pleno
interes
respecta
humanos
tema
calentamiento
global
materia
respecto
pertenencia
organismos
carta
incluyen
comite
firmado
ratificado
divide
administraciones
descentralizadas
divididas
trece
periferias
setenta
unidades
perifericas
ultimas
municipios
existe
aparte
athos
posee
autonomia
propia
montañoso
conforma
sobresale
extremo
termina
separada
atraviesa
istmo
accidentado
decima
linea
yace
aproximadamente
latitudes
longitudes
depende
definicion
encuentran
euboea
estrecho
euripo
rodas
lesbos
comunmente
agrupan
seis
conjuntos
saronicas
golfo
saronico
cicladas
coleccion
densa
ocupa
disperso
frente
costa
dodecaneso
esporadas
nororiental
localizadas
entre
cubierto
colinas
montañosos
mitica
morada
dioses
cima
mytikas
alcanza
lagos
pantanos
terreno
cordillera
pindo
continuacion
alpes
dinaricos
smolikas
segundo
historicamente
barrera
viajes
cruzan
continua
trayecto
centro
cruza
citera
anticitera
suroeste
cimas
submarinas
alguna
cordilleras
continentales
caracteriza
cumbres
altas
escarpadas
interrumpidas
numerosos
cañones
variedad
paisajes
karsticos
libro
guinness
records
reconoce
barranca
vikos
parque
aoos
cañon
profundo
cadena
montañosa
altitud
montes
rodope
oriental
tracia
zona
cubierta
bosques
extensos
frondosos
famoso
bosque
dadia
llanuras
pocos
terrenos
cultivables
constituyen
clima
inviernos
templados
humedos
veranos
calidos
secos
predomina
afecta
enormemente
considerablemente
humedas
exposicion
sistemas
suroccidentales
traen
humedad
orientales
sufren
efecto
sombra
orografica
centrales
incluidas
arcadia
laconia
alpino
nevadas
intensas
templado
frios
tormentas
electricas
frecuentes
ocurren
pequeñas
presentar
vegetacion
varia
coniferas
alpinas
mediterranea
segun
reparte
ocho
ecorregiones
diferentes
frondosas
mixto
tierras
bajas
clasificar
tipos
caducifolio
iliria
esclerofilo
climas
especies
plantas
comun
encontrar
arboles
frutales
naranjos
olivos
datiles
almendros
granadas
higueras
abundan
pinos
robles
castaños
encima
crecen
abeto
mamiferos
aves
peces
reptiles
anfibios
espera
cifras
vayan
descenso
rodean
habitan
marinas
unicas
focas
pinipedas
tortuga
boba
densos
amenazadas
pardo
lince
corzo
cabra
salvaje
extinta
vive
rios
pequeños
suelen
desembocar
adriatico
trataban
belleza
largos
evros
axios
haliacmon
fondo
monetario
nominal
paridad
adquisitivo
considerado
estandares
compone
industria
primario
industrias
turistas
visitado
maritima
capacidad
marina
mercante
productor
materias
primas
especialmente
relacion
pesca
combinados
inversor
tercero
serbia
comercial
estima
abre
sucursal
algun
clasifica
avanzada
mercado
reemplazar
dracma
tasa
dracmas
combinacion
factores
enfrento
severa
restauracion
corrigio
cifra
estimado
descubrio
mediante
chase
bancos
instrumentos
financieros
permitieron
esconder
prestamos
modo
capaz
gastar
presupuesto
seguir
respetando
limite
impuesto
mayo
revisado
estimo
alcanzo
islandia
estimaciones
predijo
elevaria
prevenir
eurozona
acordaron
paquete
entregarian
bonos
otorgando
totalizar
asegurar
adoptar
medidas
austeridad
extremas
volvio
aparente
seria
insuficiente
aprobo
sujeto
condiciones
estrictas
reformas
financieras
superavit
gubernamental
declives
crezca
algodon
pistaches
arroz
aceitunas
higos
almendras
tomates
sandias
tabaco
contribuye
laboral
beneficiarios
agricola
acceso
actualizo
aumentar
produccion
granjas
organicas
incremento
elemento
data
tiempos
empleo
trabajo
representa
tercio
tamaño
duplico
hechas
magnates
navegacion
onassis
stavros
niarchos
base
empresarios
capaces
obtener
ganancias
botes
vendidos
venta
conferencia
disminucion
tonelaje
navios
buques
registrados
restantes
puertos
categorias
cargueros
graneleros
portacontenedores
comparacion
portan
bandera
porcentaje
nacionales
provienen
aporta
estadisticas
eurostat
decremento
reportados
provenian
europeo
visitantes
alemania
visitada
acaparo
flujo
turistico
tica
lonely
planet
coloco
quinta
mejor
festejar
comparable
dubai
montreal
lectores
travel
leisure
votaron
santorini
vecina
miconos
quedo
categoria
energia
dominada
compañia
acronimo
suministro
demanda
energetica
electricidad
genera
instalaciones
termoelectricas
lignito
carbon
derivados
petroleo
generadora
anual
hidroelectrica
natural
compañias
independientes
renovable
represento
consumo
igualo
promedio
solar
biomasa
desechos
reciclables
direccion
comision
intenta
fuentes
renovables
ninguna
nuclear
operacion
academia
sugirio
iniciar
construccion
planta
carreteras
ferrocarriles
modernizando
sobresalientes
autopista
egnatia
odos
conecta
igoumenitsa
kipoi
puente
antirio
suspendido
cable
proyectos
conversion
carretera
pirgos
extension
modernizacion
secciones
comunica
metro
metropolitana
transformo
mejorar
contaminacion
afectaban
attiki
aeropuerto
aerolineas
olympic
aegean
airlines
conectan
aire
mejorado
conexiones
maritimas
naves
modernas
velocidad
tales
hidroala
catamaran
ferrocarril
juega
expandido
nuevos
trenes
suburbanos
recorren
alrededores
volvieron
abrir
lineas
suspendidas
financiera
radio
television
privados
estatales
contar
estaciones
privadas
alcance
opera
transmisora
similar
pertenecen
prensa
diaria
circulacion
kathimerini
eleftherotypia
impresos
telecomunicacion
operador
telecomunicaciones
fibra
optica
abierta
internet
banda
ancha
penetracion
trabajadores
utilizaban
regular
tenia
conexion
cibercafes
ofrecen
oficina
videojuegos
comunes
moviles
encontrarse
cualquier
movil
vertiginoso
recientes
informacion
secretaria
investigacion
responsable
diseño
implementacion
supervision
gasto
inicios
debajo
detras
finlandia
irlanda
localizacion
estrategica
mano
calificada
multinacionales
microsoft
nokia
telekom
cuentan
cuarteles
regionales
parques
tecnologicos
facilidades
incubadoras
tecnologico
lavrio
ciencias
firmaron
colaboracion
actividades
iniciativa
monitoring
environment
security
acudio
institucion
educacion
superior
debe
considerar
estudiantes
asisten
universidades
algunos
cientificos
notables
modernos
galanos
papanikolaou
nicholas
negroponte
constantin
caratheodory
manolis
andronikos
michael
dertouzos
john
argyris
panagiotis
kondylis
iliopoulos
joseph
sifakis
christos
papadimitriou
mihalis
yannakakis
dimitri
nanopoulos
censo
realizado
estadistica
sumaba
arrojo
albaneses
bulgaros
rumanos
pakistanies
georgianos
desconocido
albanesa
etnicamente
significativamente
reportada
mortalidad
cambiado
indice
fertilidad
coincide
envejecimiento
matrimonios
descendio
divorcios
australia
canada
fenomeno
migracion
neta
empezo
mostrar
numeros
positivos
migratorio
regresaban
observatorio
registro
residian
ciudadania
asociacion
libre
chipriotas
privilegiado
provenia
inmigrantes
sovietica
georgia
moldavia
comprendian
urbanos
contienen
concentraciones
municipio
representan
considerable
etnicos
españa
enfrenta
intentan
entrar
ilegales
entran
hacen
maritsa
banglades
diariamente
llevan
cabo
policiacas
llamadas
xenios
zeus
detener
detenidas
verificar
residencia
garantiza
libertad
culto
grupos
religiosos
censos
interroga
afiliacion
religiosa
departamento
cristiano
perteneciente
eurobarometro
respondieron
creian
dios
califica
religioso
contraste
comparado
polonia
checa
catolicos
suman
veteranocalendaristas
seguidores
protestantes
evangelica
iglesias
evangelicas
libres
practicantes
asambleas
evangelio
cuadrangular
pentecostales
apostolica
pentecostes
denominacion
templos
oficiales
ortodoxos
estiman
testigos
jehova
reportan
activos
reconocen
minoria
musulmana
localizada
inmigrante
ronda
relacionar
tiende
orientacion
secular
accedieron
intercambiar
basados
identidad
musulmanes
intercambiados
judaismo
existido
hace
sefardies
solian
mitad
actualmente
judia
sobrevivio
holocausto
sobrepasa
dodecateismo
neohelenismo
version
practicada
creencia
homogeneo
isticos
grecoparlantes
hablan
pontico
llegaron
asiatica
relativamente
kilometros
tsaconico
textual
asocia
antig
lingua
franca
utilizada
alla
debiese
lenguaje
academico
evoluciono
naturalmente
resolvio
variacion
desuso
hablantes
bulgaro
pomacos
romani
gitano
limitrofe
parecer
media
romance
meglenitica
gitanos
idiomas
minoritarios
hablados
disminuido
transcurso
asimilacion
mantienen
generaciones
mayores
peligro
desaparecer
arbanitas
aromunes
citados
meglenorrumanos
ultimos
valacos
ligados
rumano
habitar
identifican
hablar
lenguas
eslavas
localmente
eslavomacedonios
dialectos
clasificados
isticamente
variantes
macedonio
eslavo
doscientos
cuatrocientos
hablo
judeoespañol
cuantos
tradicion
evaluacion
educativo
paideia
valores
clasico
aqui
universidad
impartian
catedras
teologicas
obligatoria
preescolar
nipiagogeio
primaria
dimotiko
scholeio
gimnasio
gymnasio
guarderias
paidikos
stathmos
populares
niño
escuela
comienza
niños
grados
doce
provee
escuelas
capacidades
dificultades
aprendizaje
secundarias
gimnasios
especializados
fisica
musical
tecnologica
secundaria
superiores
unificadas
genik
keio
tecnicas
vocacionales
incluye
institutos
entrenamiento
vocacional
proveen
formal
aceptar
alumnos
graduados
brindan
clasificado
legal
imparte
anotata
ekpaideftika
mata
consiste
sectores
paralelos
universitario
politecnicas
bellas
artes
abiertas
pedagogia
autonomos
universitarios
cursos
corta
duracion
operan
ministerios
ingresan
instituciones
desempeño
examenes
aplicados
finalizar
tercer
grado
admitidos
sorteo
universal
informe
salud
posicion
enlistados
analisis
save
children
coloca
mejores
cuidados
maternos
recien
nacido
hospitales
camas
seguridad
social
anuncio
planes
necesaria
igual
medicos
habitante
icaria
isleños
rebasa
tabaquismo
obesidad
adultos
sobrepeso
infantil
desarrollados
muertes
nacidos
vivos
tercios
urbanas
influyentes
supera
residentes
volos
ioanina
canea
calcis
evolucionado
traves
iniciando
pasando
notablemente
influencia
culturas
britanico
democracias
existencia
juicio
jurado
igualdad
pioneros
dependen
pensamiento
sistematico
biologia
geometria
introdujeron
poesia
epica
lirica
narrativa
historica
tragedia
comedia
orden
proporcion
crearon
ideal
influyo
nacio
epoca
institucionalizo
festival
dionisias
fiesta
honor
dionisio
generos
dramaticos
satira
declive
marios
ploritis
folclorico
mimos
pantomimos
hostilidad
karag
veneciana
dramaturgos
vitsentzos
kornaros
chortatzis
desarrollarse
inicialmente
influenciado
heptaneso
melodramas
nobile
giacomo
construido
estreno
candidato
parlamentario
spyridon
xyndas
revistas
comedias
musicales
operetas
nocturnos
escritas
personajes
samaras
dionysios
lavrangas
theophrastos
sakellaridis
escritores
directores
destacados
grigorios
xenopulos
nikos
kazantzakis
pantelis
horn
alekos
sakellarios
iakovos
kambanelis
actores
cybele
andrianu
marika
kotopouli
aimilios
veakis
orestis
makris
katina
paxinou
katrakis
dimitris
cocina
citada
ejemplo
dieta
tiene
influencias
vegetales
ingredientes
tomate
berenjena
patata
judias
verdes
cebolla
pimiento
espinaca
carne
cordero
superada
pescado
aceite
oliva
cocinar
aderezar
platillos
partir
leche
preparan
distintos
quesos
feta
kefalotyri
kasseri
mizithra
elaborar
yogur
ganado
popularidad
cremoso
denso
variedades
elaboracion
sopas
ensaladas
platos
fuertes
postres
musaca
horneado
capas
bañado
salsa
gyros
sandwich
tzatziki
stifado
guiso
cebollitas
spanakopita
pastel
salado
relleno
queso
espinacas
souvlaki
cocinada
patatas
aderezos
dulces
galaktoboureko
baklava
kataifi
bebidas
tradicionales
ouzo
metaxa
vinos
retsina
origenes
musica
extienden
coros
cantaban
razones
espirituales
celebracion
entretenimiento
incluian
aulos
lira
citara
jugaba
varones
aprendian
influyeron
monodia
vocal
acompañamiento
instrumental
limitaciones
canto
ritmica
expresivo
canciones
folcloricas
dividir
acriticas
kleftes
nacieron
expresan
luchas
akritai
guardias
bizantinas
narra
digenis
akritas
historicas
paralogos
amor
mantinadas
boda
canticos
antecesores
influenciaron
compositores
elementos
estilo
composiciones
famosas
serenatas
atenienses
interpretadas
rebetico
genero
relacionado
clases
inferiores
aceptacion
suavizados
adaptados
eliminar
esencia
subcultural
cancion
representantes
apostolos
kaldaras
grigoris
bithikotsis
stelios
kazantzidis
george
dalaras
haris
alexiou
glykeria
cuanto
avances
archipielago
notable
heptantesa
establecida
ejemplos
nicolaos
mantzaros
pavlos
carrer
kalomiris
impacto
avant
garde
contemporanea
figuras
iannis
xenakis
skalkottas
mitropoulos
relevancia
restos
perviven
bien
documentados
estilos
arquitectonicos
primarios
llamados
ordenes
clasicos
sobrio
solido
dorico
refinado
decorativo
elegante
ornamentado
corintio
rectangular
rodeados
columnatas
soportan
fronton
triangular
caliza
marmol
modelo
arco
familiar
troyanos
ampliamente
extendido
edificaciones
romanas
representativas
partenon
erecteon
estructuras
basadas
panteon
arquitecto
apolodoro
damasco
bizantina
caracteristicos
cruz
capitel
capitol
mezcla
capiteles
corintios
jonicos
cupula
rodeada
cupulas
experimento
resurgimiento
neobizantino
auge
neoclasica
vino
ponerla
contacto
interaccion
tradicional
villa
producir
capitales
contemporaneas
modernistas
postmodernistas
concurso
museo
acropolis
bernard
tschumi
internacionalizacion
arquitectonico
olimpiadas
arquitectos
extranjeros
santiago
calatrava
ilustradas
pinturas
conservadas
escasas
pintores
trabajaban
paneles
madera
admiradas
cientos
desaparecieron
suficientemente
protegidas
muestras
pintura
preservan
copias
pompeya
halladas
tumbas
reyes
vergina
leucade
kazanlak
escultura
maestros
escultores
fidias
praxiteles
artistas
frecuentemente
emulados
idolos
paganos
acto
piedad
esculturas
quemadas
estatuas
fundidas
metal
escaparon
olvidadas
bronces
dominante
mosaicos
iconos
trabajados
adornando
edificios
artista
renacentista
domenikos
theotocopoulos
respondia
manierista
produciendo
color
inspiraria
picasso
jackson
pollock
jugaron
pionero
explotaron
conquistas
italiano
talleres
barrocos
persistentes
esfuerzos
nuevas
direcciones
afloraron
conectando
munich
definitorios
contemporaneo
vryzakis
nikiphoros
lytras
comienzos
galanis
amigo
amplio
vitalicio
alabanza
critico
andre
malraux
provocar
emociones
giotto
tendencias
occidentales
poeta
pintor
engonopoulos
trabajos
surrealistas
mytaras
yiannis
psychopedis
sumaron
realismo
modernista
postmodernista
axelos
constantine
andreou
sala
cine
aparecio
asty
film
fundada
largometrajes
pelicula
producida
totalmente
producciones
menores
noticiarios
agitada
momentos
relativo
estancamiento
memorables
olas
dirigida
gaziadis
aplausos
tzavelas
doblan
campanas
premiada
scar
actriz
reparto
sesenta
peliculas
cacoyannis
sakelarios
tsiforos
ellie
lambeti
dinos
irene
papas
dirigio
stella
zorba
ganar
premios
parado
competencia
extranjera
loafing
camoflage
exito
moderado
egea
tocaron
temas
suspended
step
stork
theo
angelopoulos
relaciona
inmigracion
cintas
toque
canela
sexual
tabu
safe
señalo
alza
calidad
conducido
visual
freno
realizaron
veinte
destacable
literaria
abarca
epocas
engendrar
palabra
escrita
milenaria
reflejados
laureados
nobel
odysseas
elytis
giorgos
seferis
poemas
epicos
hesiodo
poetas
safo
pindaro
lirico
entendido
esopo
fabulas
profunda
sino
entendemos
esquilo
dialogo
dramatizo
hacerlo
invento
drama
trilogia
orestiada
considerada
carrera
otros
sofocles
euripides
aristofanes
escritor
definio
concepto
teatral
herodoto
tucidides
campo
filosofica
cientifica
polibio
introducir
produjo
dialogos
platon
discipulo
poetica
formulo
criterio
critica
ambas
contexto
contribuciones
dieron
evolucion
grecorromano
helenizacion
combino
cristianas
permitio
desarrollase
cretense
saltaria
historiadores
prominentes
procopio
cesarea
convencional
reducida
destacan
